,BBVA,BBVA,BBVA,BBVA,BBVA,BBVA,TEF,TEF,TEF,TEF,TEF,TEF,REP.MC,REP.MC,REP.MC,REP.MC,REP.MC,REP.MC,SAN,SAN,SAN,SAN,SAN,SAN
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,6.519999980926514,6.590000152587891,6.460000038146973,6.550000190734863,6.550000190734863,1939700,4.670000076293945,4.690000057220459,4.619999885559082,4.670000076293945,4.670000076293945,2398900,11.149999618530273,11.378000259399414,11.055999755859375,11.317999839782715,11.317999839782715,6132934,3.630000114440918,3.680000066757202,3.5899999141693115,3.6500000953674316,3.6500000953674316,4194600
2021-10-04,6.570000171661377,6.650000095367432,6.519999980926514,6.550000190734863,6.550000190734863,1922500,4.710000038146973,4.760000228881836,4.710000038146973,4.730000019073486,4.730000019073486,1089900,11.395999908447266,11.779999732971191,11.380000114440918,11.63599967956543,11.63599967956543,17237675,3.680000066757202,3.7200000286102295,3.640000104904175,3.6500000953674316,3.6500000953674316,5201600
2021-10-05,6.789999961853027,6.960000038146973,6.769999980926514,6.880000114440918,6.880000114440918,2414600,4.739999771118164,4.889999866485596,4.71999979019165,4.78000020980835,4.78000020980835,2613600,11.600000381469727,11.732000350952148,11.479999542236328,11.661999702453613,11.661999702453613,6933511,3.7300000190734863,3.7899999618530273,3.7100000381469727,3.7799999713897705,3.7799999713897705,5554800
2021-10-06,6.840000152587891,6.909999847412109,6.789999961853027,6.880000114440918,6.880000114440918,1858923,4.679999828338623,4.679999828338623,4.610000133514404,4.670000076293945,4.670000076293945,1477062,11.6899995803833,11.734000205993652,11.369999885559082,11.399999618530273,11.399999618530273,6436314,3.740000009536743,3.7899999618530273,3.7149999141693115,3.7699999809265137,3.7699999809265137,4431046
